"island","site","GenSp","abundance"
"hawaiiisland","hawaiiisland_01","Theridion praetextum",1
"hawaiiisland","hawaiiisland_01","Ontsira palliatus",3
"hawaiiisland","hawaiiisland_01","Oncocephalus pacificus",3
"hawaiiisland","hawaiiisland_01","Sarcophaga dux",3
"hawaiiisland","hawaiiisland_01","Plagithmysus davisi",3
"hawaiiisland","hawaiiisland_01","Scatella cilipes",13
"hawaiiisland","hawaiiisland_01","Eudonia halirrhoa",2
"hawaiiisland","hawaiiisland_01","Emoloana sporobolicola immaculata",6
"hawaiiisland","hawaiiisland_01","Syagrius fulvitarsis",1
"hawaiiisland","hawaiiisland_01","Pagria signata",22
"hawaiiisland","hawaiiisland_01","Phlyctaenia synastra",1
"hawaiiisland","hawaiiisland_01","Mecyclothorax proximus",4
"hawaiiisland","hawaiiisland_01","Nysius communis",6
"hawaiiisland","hawaiiisland_01","Pseudaletia unipuncta",1
"hawaiiisland","hawaiiisland_01","Eupelmus euoplias",8
"hawaiiisland","hawaiiisland_01","Oligota aethiops",18
"hawaiiisland","hawaiiisland_01","Megastigmus transvaalensis",40
"hawaiiisland","hawaiiisland_01","Xyletobius flosculus",1
"hawaiiisland","hawaiiisland_01","Nesophrosyne ignigena",51
"hawaiiisland","hawaiiisland_01","Trupanea megaspila",62
"hawaiiisland","hawaiiisland_01","Paralabella curvicauda",1
"hawaiiisland","hawaiiisland_01","Promylaea pyropa",58
"hawaiiisland","hawaiiisland_01","Alloxysta fuscicornis",3
"hawaiiisland","hawaiiisland_01","Neoscatella hawaiiensis",7
"hawaiiisland","hawaiiisland_01","Micromus brunnescens",3
"hawaiiisland","hawaiiisland_01","Orthotylus psychotriae",1
"hawaiiisland","hawaiiisland_01","Telmatogeton pacificus",3
"hawaiiisland","hawaiiisland_01","Merimnetria maculaticornis",1
"hawaiiisland","hawaiiisland_01","Antilissus aper",1
"hawaiiisland","hawaiiisland_01","Hyposmocoma pseudolita",15
"hawaiiisland","hawaiiisland_01","Plagithmysus jacobii",1
"hawaiiisland","hawaiiisland_01","Echthromorpha flavoorbitalis",5
"hawaiiisland","hawaiiisland_01","Friesea ninau",2
"hawaiiisland","hawaiiisland_01","Saissetia coffeae",27
"hawaiiisland","hawaiiisland_01","Thyrocopa decipiens",129
"hawaiiisland","hawaiiisland_01","Xiphidiopsis lita",36
"hawaiiisland","hawaiiisland_01","Anthrax koshunensis",10
"hawaiiisland","hawaiiisland_01","Drosophila kikalaeleele",22
"hawaiiisland","hawaiiisland_01","Opogona omoscopa",272
"hawaiiisland","hawaiiisland_01","Koanoa hawaiiensis",125
"hawaiiisland","hawaiiisland_01","Scoparia meristis",4
"hawaiiisland","hawaiiisland_01","Ariadna perkinsi",2
"hawaiiisland","hawaiiisland_01","Scaptomyza infurcula",53
"hawaiiisland","hawaiiisland_01","Gambrus ultimus",4
"hawaiiisland","hawaiiisland_01","Lophoplusia giffardi",2
"hawaiiisland","hawaiiisland_01","Oligota currax",27
"hawaiiisland","hawaiiisland_01","Papuaphiloscia laevis",2
"hawaiiisland","hawaiiisland_01","Culex pipiens",28
"hawaiiisland","hawaiiisland_01","Scaptomyza setiger",1
"hawaiiisland","hawaiiisland_01","Lepidocyrtus pallidus",5
"hawaiiisland","hawaiiisland_01","Copestylum apicale",58
"hawaiiisland","hawaiiisland_01","Apterocis subaeneus",3
"hawaiiisland","hawaiiisland_01","Anomalochrysa princeps",63
"hawaiiisland","hawaiiisland_01","Dromaeolus hawaiiensis",1
"hawaiiisland","hawaiiisland_01","Nesoprosopis rugulosa",9
"hawaiiisland","hawaiiisland_01","Orthotylus sophorae",5
"hawaiiisland","hawaiiisland_01","Oceanaspidiotus araucariae",11
"hawaiiisland","hawaiiisland_01","Argiope avara",4
"hawaiiisland","hawaiiisland_01","Xyleborus vulcanus",8
"hawaiiisland","hawaiiisland_01","Itodacnus gracilis",40
"hawaiiisland","hawaiiisland_01","Pseudococcus lycopodii",74
"hawaiiisland","hawaiiisland_01","Orthotylus clermontiae",5
"hawaiiisland","hawaiiisland_01","Heterocrossa plumbeonitida",14
"hawaiiisland","hawaiiisland_01","Nesomicromus minimus",14
"hawaiiisland","hawaiiisland_01","Drosophila residua",1
"hawaiiisland","hawaiiisland_01","Ptilonyssus hirsti",23
"hawaiiisland","hawaiiisland_01","Philodoria auromagnifica",30
"hawaiiisland","hawaiiisland_01","Drosophila attenuata",1
"hawaiiisland","hawaiiisland_01","Mecyclothorax subunctus",2
"hawaiiisland","hawaiiisland_01","Pseudosinella lahainaensis",4
"hawaiiisland","hawaiiisland_01","Lepidopsocus aureus",51
"hawaiiisland","hawaiiisland_01","Drosophila ochropleura",3
"hawaiiisland","hawaiiisland_01","Caconemobius uuku",21
"hawaiiisland","hawaiiisland_01","Odynerus scoriaceus",2
"hawaiiisland","hawaiiisland_01","Bactra straminea",2
"hawaiiisland","hawaiiisland_01","Drosophila disticha",5
"hawaiiisland","hawaiiisland_01","Plagithmysus nodifer",32
"hawaiiisland","hawaiiisland_01","Drosophila conspicua",8
"hawaiiisland","hawaiiisland_01","Latrodectus geometricus",4
"hawaiiisland","hawaiiisland_01","Argyrodes hawaiiensis",6
"hawaiiisland","hawaiiisland_01","Chrysonotomyia formosa",12
"hawaiiisland","hawaiiisland_01","Anoplolepis gracilipes",5
"hawaiiisland","hawaiiisland_01","Dorilas obscuratus",3
"hawaiiisland","hawaiiisland_01","Drosophila obscuricornis",6
"hawaiiisland","hawaiiisland_01","Eudonia thyellopis",2
"hawaiiisland","hawaiiisland_01","Scoparia thyellopis",1
"hawaiiisland","hawaiiisland_01","Asterolecanium robustum",6
"hawaiiisland","hawaiiisland_01","Diplazon laetatorius",2
"hawaiiisland","hawaiiisland_01","Sybra alternans",3
"hawaiiisland","hawaiiisland_01","Hyposmocoma subnitida",9
"hawaiiisland","hawaiiisland_01","Prosopeus apertus",3
"hawaiiisland","hawaiiisland_01","Vanessa virginiensis",6
"hawaiiisland","hawaiiisland_01","Philodoria succedanea",2
"hawaiiisland","hawaiiisland_01","Drosophila chaetopeza",1
"hawaiiisland","hawaiiisland_01","Campsicnemus parvulus",1
"hawaiiisland","hawaiiisland_01","Hypoponera punctatissima",5
"hawaiiisland","hawaiiisland_01","Platyura fuscocostata",106
"hawaiiisland","hawaiiisland_01","Xyletobius roridus",3
"hawaiiisland","hawaiiisland_01","Drosophila ananassae",1
"hawaiiisland","hawaiiisland_01","Hoplothrips mauiensis",2
"hawaiiisland","hawaiiisland_01","Aristotelia gigantea",2
"hawaiiisland","hawaiiisland_01","Paramoera lokowai",2
"hawaiiisland","hawaiiisland_01","Enallagma civile",8
"hawaiiisland","hawaiiisland_01","Scoparia pyrseutis",4
"hawaiiisland","hawaiiisland_01","Drosophila latigena",172
"hawaiiisland","hawaiiisland_01","Hyposmocoma trifasciata",24
"hawaiiisland","hawaiiisland_01","Lagopoecus colchicus",3
"hawaiiisland","hawaiiisland_01","Entomobrya malena",7
"hawaiiisland","hawaiiisland_01","Hyposmocoma saliaris",1
"hawaiiisland","hawaiiisland_01","Plagiomerus hospes",2
"hawaiiisland","hawaiiisland_01","Oliarus filicicola",69
"hawaiiisland","hawaiiisland_01","Neseis whitei brachypterus",1
"hawaiiisland","hawaiiisland_01","Havaika cruciata",5
"hawaiiisland","hawaiiisland_01","Scatella hawaiiensis",52
"hawaiiisland","hawaiiisland_01","Drosophila disticha",9
"hawaiiisland","hawaiiisland_01","Hypogastrura pahiku",30
"hawaiiisland","hawaiiisland_01","Drosophila dives",3
"hawaiiisland","hawaiiisland_01","Campsicnemus digitatus",6
"hawaiiisland","hawaiiisland_01","Merimnetria gigantea",1
"hawaiiisland","hawaiiisland_01","Eulaelaps stabularis",1
"hawaiiisland","hawaiiisland_01","Scaptomyza multidenta",11
"hawaiiisland","hawaiiisland_01","Nesophrosyne montivaga",16
"hawaiiisland","hawaiiisland_01","Drosophila longipalpus",10
"hawaiiisland","hawaiiisland_01","Deinomimesa hawaiiensis",117
"hawaiiisland","hawaiiisland_01","Salina maculata",4
"hawaiiisland","hawaiiisland_01","Cis roridus",9
"hawaiiisland","hawaiiisland_01","Listroderes difficilis",4
"hawaiiisland","hawaiiisland_01","Leptocera abdominiseta",2
"hawaiiisland","hawaiiisland_01","Monomorium monomorium",1
"hawaiiisland","hawaiiisland_01","Rhinia apicalis",2
"hawaiiisland","hawaiiisland_01","Cirphis macrosaris",2
"hawaiiisland","hawaiiisland_01","Telostylinus lineolatus",56
"hawaiiisland","hawaiiisland_01","Nesosydne blackburni",2
"hawaiiisland","hawaiiisland_01","Scaptomyza buccata",2
"hawaiiisland","hawaiiisland_01","Lispocephala uniseta",3
"hawaiiisland","hawaiiisland_01","Cis laeticulus",1
"hawaiiisland","hawaiiisland_01","Pseudococcus straussiae",19
"hawaiiisland","hawaiiisland_01","Cis cognatissimus",31
"hawaiiisland","hawaiiisland_01","Nesomicromus rubrinervis",2
"hawaiiisland","hawaiiisland_01","Ithamar annectans",17
"hawaiiisland","hawaiiisland_01","Sierola notabilis",3
"hawaiiisland","hawaiiisland_01","Omiodes fullawayi",1
"hawaiiisland","hawaiiisland_01","Plagithmysus perkinsi",2
"hawaiiisland","hawaiiisland_01","Proterhinus subangularis",1
"hawaiiisland","hawaiiisland_01","Platyzosteria soror",116
"hawaiiisland","hawaiiisland_01","Hypoaspis miles",12
"hawaiiisland","hawaiiisland_01","Udea monticolans",12
"hawaiiisland","hawaiiisland_01","Polynema gigas",12
"hawaiiisland","hawaiiisland_01","Mecyclothorax rufipennis",1
"hawaiiisland","hawaiiisland_01","Schizophragma bicolor",13
"hawaiiisland","hawaiiisland_01","Ptycta haleakalae konae",13
"hawaiiisland","hawaiiisland_01","Tetragnatha mandibulata",28
"hawaiiisland","hawaiiisland_01","Hylaeus paradoxicus",3
"hawaiiisland","hawaiiisland_01","Trichoscapa membranifera",181
"hawaiiisland","hawaiiisland_01","Amobia auriceps",65
"hawaiiisland","hawaiiisland_01","Lispocephala philydra",7
"hawaiiisland","hawaiiisland_01","Anomalochrysa reticulata",90
"hawaiiisland","hawaiiisland_01","Cephalops rotundipennis",12
"hawaiiisland","hawaiiisland_01","Odynerus rubropustulatus",5
"hawaiiisland","hawaiiisland_01","Scatella amnica",1
"hawaiiisland","hawaiiisland_01","Nesomicromus subochraceus",11
"hawaiiisland","hawaiiisland_01","Scoparia erebochalca",12
"hawaiiisland","hawaiiisland_01","Tyrophagus putrescentiae",22
"hawaiiisland","hawaiiisland_01","Sierola scoriacea",14
"hawaiiisland","hawaiiisland_01","Sierola curvignatha",2
"hawaiiisland","hawaiiisland_01","Porcellio laevis",5
"hawaiiisland","hawaiiisland_01","Sierola minuta",65
"hawaiiisland","hawaiiisland_01","Delta curvata",6
"hawaiiisland","hawaiiisland_01","Salina celebensis",8
"hawaiiisland","hawaiiisland_01","Chalcolepidius erythroloma",1
"hawaiiisland","hawaiiisland_01","Haliophyle niphadopa",2
"hawaiiisland","hawaiiisland_01","Hypsibius canadensis",1
"hawaiiisland","hawaiiisland_01","Neoseiulus aurescens",1
"hawaiiisland","hawaiiisland_01","Trigonidium varians",5
"hawaiiisland","hawaiiisland_01","Aspidogyrus mirabilis",1
"hawaiiisland","hawaiiisland_01","Nesosydne koaephyllodii",8
"hawaiiisland","hawaiiisland_01","Nesococcus pipturi",5
"hawaiiisland","hawaiiisland_01","Brachymetopa nitida crassipes",6
"hawaiiisland","hawaiiisland_01","Orthomecyna exigua",33
"hawaiiisland","hawaiiisland_01","Eurytoma orchidearum",10
"hawaiiisland","hawaiiisland_01","Trypoxylon bicolor",6
"hawaiiisland","hawaiiisland_01","Hyposmocoma alliterata",18
"hawaiiisland","hawaiiisland_01","Eccoptocera new species 7",12
"hawaiiisland","hawaiiisland_01","Trigonidium freycinetiae",1
"hawaiiisland","hawaiiisland_01","Drosophila xanthosoma",4
"hawaiiisland","hawaiiisland_01","Drosophila incognita",1
"hawaiiisland","hawaiiisland_01","Eudonia nectarioides",2
"hawaiiisland","hawaiiisland_01","Bactrocera dorsalis",1
"hawaiiisland","hawaiiisland_01","Ctenocephalides felis",4
"hawaiiisland","hawaiiisland_01","Hyposmocoma trimelanota",1
"hawaiiisland","hawaiiisland_01","Prosoplus bankii",13
"hawaiiisland","hawaiiisland_01","Columbicola columbae",3
"hawaiiisland","hawaiiisland_01","Trigonidium neogrande",28
"hawaiiisland","hawaiiisland_01","Agrotis neurogramma",2
"hawaiiisland","hawaiiisland_01","Diaphorus parthenus",73
"hawaiiisland","hawaiiisland_01","Prosthetochaeta lucilioides",8
"hawaiiisland","hawaiiisland_01","Neoseiulus oahuensis",1
"hawaiiisland","hawaiiisland_01","Pseudococcus longispinus",1
"hawaiiisland","hawaiiisland_01","Blaesoxipha plinthopyga",90
"hawaiiisland","hawaiiisland_01","Orchidophilus aterrimus",24
"hawaiiisland","hawaiiisland_01","Enicospilus molokaiensis",4
"hawaiiisland","hawaiiisland_01","Scaptomyza paralobae",1
"hawaiiisland","hawaiiisland_01","Caliothrips fasciatus",24
"hawaiiisland","hawaiiisland_01","Myllaena cognata",3
"hawaiiisland","hawaiiisland_01","Thaumatogryllus cavicola",58
"hawaiiisland","hawaiiisland_01","Trichopria soror",2
"hawaiiisland","hawaiiisland_01","Glyptholaspis americana",1
"hawaiiisland","hawaiiisland_01","Atractomorpha sinensis",2
"hawaiiisland","hawaiiisland_01","Scotorythra oxyphractis",5
"hawaiiisland","hawaiiisland_01","Hylephila phyleus",2
"hawaiiisland","hawaiiisland_01","Sierola spicata hawaiiensis",9
"hawaiiisland","hawaiiisland_01","Listroderes costirostris",1
"hawaiiisland","hawaiiisland_01","Ectemnius polynesialis",48
"hawaiiisland","hawaiiisland_01","Echmepteryx madagascariensis",61
"hawaiiisland","hawaiiisland_01","Drosophila involuta",59
"hawaiiisland","hawaiiisland_01","Amphorophora vaccinii",85
"hawaiiisland","hawaiiisland_01","Sierola kauensis",4
"hawaiiisland","hawaiiisland_01","Blackburnia ewingi",27
"hawaiiisland","hawaiiisland_01","Odontaleyrodes rhododendri",31
"hawaiiisland","hawaiiisland_01","Banza nitida",34
"hawaiiisland","hawaiiisland_01","Opuna sharpianus",5
"hawaiiisland","hawaiiisland_01","Proterhinus vulcanus",227
"hawaiiisland","hawaiiisland_01","Eudonia nectarias",12
"hawaiiisland","hawaiiisland_01","Agrion deceptor",254
"hawaiiisland","hawaiiisland_01","Aeletes minor",10
"hawaiiisland","hawaiiisland_01","Neanura hawaiiensis",95
"hawaiiisland","hawaiiisland_01","Margaronia exaula",106
"hawaiiisland","hawaiiisland_01","Batrachedrodes lomenteli",1
"hawaiiisland","hawaiiisland_01","Saicella mulli",3
"hawaiiisland","hawaiiisland_01","Drosophila hawaiiensis",2
"hawaiiisland","hawaiiisland_01","Nesodynerus pterocheiloides",3
"hawaiiisland","hawaiiisland_01","Sinella caeca",17
"hawaiiisland","hawaiiisland_01","Bassus laetatorius",10
"hawaiiisland","hawaiiisland_01","Asymphorodes triaula",7
"hawaiiisland","hawaiiisland_01","Microcephalothrips abdominalis",6
"hawaiiisland","hawaiiisland_01","Drosophila cilifemorata",6
"hawaiiisland","hawaiiisland_01","Cirphis amblycasis",6
"hawaiiisland","hawaiiisland_01","Choropleca terpsichorella",12
"hawaiiisland","hawaiiisland_01","Trigonidium kau",1
"hawaiiisland","hawaiiisland_01","Enicospilus tyrannus",30
"hawaiiisland","hawaiiisland_01","Formicaleo wilsoni",1
"hawaiiisland","hawaiiisland_01","Oechalia ferruginea",15
"hawaiiisland","hawaiiisland_01","Cardioribates oriformis",1
"hawaiiisland","hawaiiisland_01","Mirosternus plebeius",8
"hawaiiisland","hawaiiisland_01","Strumigenys rogeri",38
"hawaiiisland","hawaiiisland_01","Cephalochrysa hovas",45
"hawaiiisland","hawaiiisland_01","Apterothrips secticornis",3
"hawaiiisland","hawaiiisland_01","Tropicana minuta",1
"hawaiiisland","hawaiiisland_01","Geckobia keegani",106
"hawaiiisland","hawaiiisland_01","Thyrocopa epicapna",2
"hawaiiisland","hawaiiisland_01","Leucostoma simplex",1
"hawaiiisland","hawaiiisland_01","Sierola laticeps",14
"hawaiiisland","hawaiiisland_01","Aptinothrips rufus",3
"hawaiiisland","hawaiiisland_01","Musca sorbens",31
"hawaiiisland","hawaiiisland_01","Nesoprosopis erythrodemas",33
"hawaiiisland","hawaiiisland_01","Plagithmysus lamarckianus",2
"hawaiiisland","hawaiiisland_01","Peripsocus ferrugineus",33
"hawaiiisland","hawaiiisland_01","Gonioryctus perkinsi",65
"hawaiiisland","hawaiiisland_01","Tricharaea occidua",14
"hawaiiisland","hawaiiisland_01","Carposina solutella",2
"hawaiiisland","hawaiiisland_01","Nesidiolestes ana",16
"hawaiiisland","hawaiiisland_01","Sarona alani",1
"hawaiiisland","hawaiiisland_01","Hydrotaea aenescens",21
"hawaiiisland","hawaiiisland_01","Campsicnemus penicillatus",6
"hawaiiisland","hawaiiisland_01","Hypurus bertrandi",4
"hawaiiisland","hawaiiisland_01","Canaceoides hawaiiensis",1
"hawaiiisland","hawaiiisland_01","Drosophila kaneshiroi",1
"hawaiiisland","hawaiiisland_01","Prognathogryllus puna",8
"hawaiiisland","hawaiiisland_01","Parthenothrips dracaenae",30
"hawaiiisland","hawaiiisland_01","Orthotylus pipturi",2
"hawaiiisland","hawaiiisland_01","Merimnetria lanaiensis",1
"hawaiiisland","hawaiiisland_01","Araecerus constans",21
"hawaiiisland","hawaiiisland_01","Tydeus californicus",1
"hawaiiisland","hawaiiisland_01","Anagrus nigriventris",23
"hawaiiisland","hawaiiisland_01","Sphingolabis hawaiiensis",11
"hawaiiisland","hawaiiisland_01","Nesophrosyne peleae",3
"hawaiiisland","hawaiiisland_01","Plusia giffardi",17
"hawaiiisland","hawaiiisland_01","Coloceras chinense",1
"hawaiiisland","hawaiiisland_01","Microvelia vagans",14
"hawaiiisland","hawaiiisland_01","Prognathogryllus kohala",4
"hawaiiisland","hawaiiisland_01","Coniocompsa zimmermani",326
"hawaiiisland","hawaiiisland_01","Lasioglossum impavidum",1
"hawaiiisland","hawaiiisland_01","Halticus chrysolepis",12
"hawaiiisland","hawaiiisland_01","Drosophila digressa",2
"hawaiiisland","hawaiiisland_01","Xyletobius euphorbiae",3
"hawaiiisland","hawaiiisland_01","Fletcherana roseata",1
"hawaiiisland","hawaiiisland_01","Chirothrips mexicanus",4
"hawaiiisland","hawaiiisland_01","Aristotelia maculaticornis",11
"hawaiiisland","hawaiiisland_01","Anomalochrysa montana",151
"hawaiiisland","hawaiiisland_01","Manduca blackburni",17
"hawaiiisland","hawaiiisland_01","Aphis middletonii",17
"hawaiiisland","hawaiiisland_01","Aporodesminus wallacei",2
"hawaiiisland","hawaiiisland_01","Euxesta wettsteini",4
"hawaiiisland","hawaiiisland_01","Pararrhaptica capucina",21
"hawaiiisland","hawaiiisland_01","Leptopilina rugipunctata",2
"hawaiiisland","hawaiiisland_01","Leucania loreyimima",7
"hawaiiisland","hawaiiisland_01","Hypoponera zwaluwenburgi",1
"hawaiiisland","hawaiiisland_01","Antianthe expansa",3
"hawaiiisland","hawaiiisland_01","Echiniscus viridis",2
"hawaiiisland","hawaiiisland_01","Euxesta annonae",3
"hawaiiisland","hawaiiisland_01","Scotorythra apicalis",1
"hawaiiisland","hawaiiisland_01","Lycaena blackburni",47
"hawaiiisland","hawaiiisland_01","Trichocorixa reticulata",4
"hawaiiisland","hawaiiisland_01","Anomalochrysa deceptor",73
"hawaiiisland","hawaiiisland_01","Ptycta stenomedia",20
"hawaiiisland","hawaiiisland_01","Drosophila setosifrons",92
"hawaiiisland","hawaiiisland_01","Hyposmocoma exsul",1
"hawaiiisland","hawaiiisland_01","Encyrtus lecaniorum",1
"hawaiiisland","hawaiiisland_01","Drosophila psilotarsalis",2
"hawaiiisland","hawaiiisland_01","Sitophilus oryzae",8
"hawaiiisland","hawaiiisland_01","Coboldia fuscipes",3
"hawaiiisland","hawaiiisland_01","Singhius hibisci",28
"hawaiiisland","hawaiiisland_01","Brachymeria polynesialis",1
"hawaiiisland","hawaiiisland_01","Nabis giffardi",1
"hawaiiisland","hawaiiisland_01","Hypergonatopus hawaiiensis",8
"hawaiiisland","hawaiiisland_01","Scaptomyza anomala",23
"hawaiiisland","hawaiiisland_01","Nesophrosyne oreadis",6
"hawaiiisland","hawaiiisland_01","Hirstionyssus butantanensis",17
"hawaiiisland","hawaiiisland_01","Phlaeothrips mauiensis",2
"hawaiiisland","hawaiiisland_01","Drosophila dissita",49
"hawaiiisland","hawaiiisland_01","Chrysodeixis eriosoma",81
"hawaiiisland","hawaiiisland_01","Anomalochrysa zoe",2
"hawaiiisland","hawaiiisland_01","Cheiracanthium diversum",2
"hawaiiisland","hawaiiisland_01","Scymnus vividus (poss jr syn)",37
"hawaiiisland","hawaiiisland_01","Lepidosaphes beckii",1
"hawaiiisland","hawaiiisland_01","Australophiloscia societatis",12
"hawaiiisland","hawaiiisland_01","Scoparia balanopis",1
"hawaiiisland","hawaiiisland_01","Fiorinia fioriniae",16
"hawaiiisland","hawaiiisland_01","Drosophila cnecopleura",20
"hawaiiisland","hawaiiisland_01","Tromatobia ovivora",3
"hawaiiisland","hawaiiisland_01","Kelisia sporobolicola immaculata",29
"hawaiiisland","hawaiiisland_01","Anicetus annulatus",39
"hawaiiisland","hawaiiisland_01","Plastosciara adrostylata",9
"hawaiiisland","hawaiiisland_01","Ctenosciara hawaiiensis",3
"hawaiiisland","hawaiiisland_01","Ethmia nigroapicella",3
"hawaiiisland","hawaiiisland_01","Drosophila fungicola",1
"hawaiiisland","hawaiiisland_01","Tullbergia macrochaeta",10
"hawaiiisland","hawaiiisland_01","Typhlodromalus peregrinus",100
"hawaiiisland","hawaiiisland_01","Conoderus exsul",17
"hawaiiisland","hawaiiisland_01","Scotorythra ochetias",5
"hawaiiisland","hawaiiisland_01","Hypoaspis queenslandicus",1
"hawaiiisland","hawaiiisland_01","Alaptus immaturus",1
"hawaiiisland","hawaiiisland_01","Nagurus cristatus",47
"hawaiiisland","hawaiiisland_01","Philonthus scybalarius",18
"hawaiiisland","hawaiiisland_01","Haplothrips gowdeyi",1
"hawaiiisland","hawaiiisland_01","Mecistocephalus maxillaris",3
"hawaiiisland","hawaiiisland_01","Xyletobius collingei",2
"hawaiiisland","hawaiiisland_01","Scatella williamsi",1
"hawaiiisland","hawaiiisland_01","Aphidius obscuripes",2
"hawaiiisland","hawaiiisland_01","Cephalops molokaiensis",1
"hawaiiisland","hawaiiisland_01","Teleogryllus oceanicus",1
"hawaiiisland","hawaiiisland_01","Cis insulicola",1
"hawaiiisland","hawaiiisland_01","Ovatus crataegarius",5
"hawaiiisland","hawaiiisland_01","Saldula procellaris",2
"hawaiiisland","hawaiiisland_01","Nesosydne cyathodis",13
"hawaiiisland","hawaiiisland_01","Entomobrya socia",26
"hawaiiisland","hawaiiisland_01","Misumena anguliventris",97
"hawaiiisland","hawaiiisland_01","Pseudosmittia maculiventris",2
"hawaiiisland","hawaiiisland_01","Tricorynus herbarius",8
"hawaiiisland","hawaiiisland_01","Nasonovia ribisnigri",34
"hawaiiisland","hawaiiisland_01","Neoseiulus setulus",131
"hawaiiisland","hawaiiisland_01","Liodes theleproctus",2
"hawaiiisland","hawaiiisland_01","Nesodynerus dromedarius",3
"hawaiiisland","hawaiiisland_01","Cycloptiloides americanus",5
"hawaiiisland","hawaiiisland_01","Pauahiana metallica",29
"hawaiiisland","hawaiiisland_01","Chthonius tetrachelatus",17
"hawaiiisland","hawaiiisland_01","Mirosternus discolor",53
"hawaiiisland","hawaiiisland_01","Leucania euclidias",19
"hawaiiisland","hawaiiisland_01","Merimnetria new species 3",5
"hawaiiisland","hawaiiisland_01","Helegonatopus pseudophanes",2
"hawaiiisland","hawaiiisland_01","Nysius lichenicola",3
"hawaiiisland","hawaiiisland_01","Eopenthes cognatus",19
"hawaiiisland","hawaiiisland_01","Nesodynerus holomelas",4
"hawaiiisland","hawaiiisland_01","Udea calliastra synastra",65
"hawaiiisland","hawaiiisland_01","Apallates hermsi",1
"hawaiiisland","hawaiiisland_01","Capitophorus elaeagni",2
"hawaiiisland","hawaiiisland_01","Chrysomphalus dictyospermi",4
"hawaiiisland","hawaiiisland_01","Nesodynerus crypterythrus",54
"hawaiiisland","hawaiiisland_01","Plautia stali",1
"hawaiiisland","hawaiiisland_01","Cillaeopeplus reitteri",19
"hawaiiisland","hawaiiisland_01","Orthocladius williamsi",1
"hawaiiisland","hawaiiisland_01","Urozelotes rusticus",70
"hawaiiisland","hawaiiisland_01","Banchogastra nigra",16
"hawaiiisland","hawaiiisland_01","Gonioryctus eremitus",1
"hawaiiisland","hawaiiisland_01","Cadrema pallida",1
"hawaiiisland","hawaiiisland_01","Pyrausta chloropis",1
"hawaiiisland","hawaiiisland_01","Simosyrphus grandicornis",6
"hawaiiisland","hawaiiisland_01","Eucymatoge orichloris",1
"hawaiiisland","hawaiiisland_01","Haliophyle flavistigma",3
"hawaiiisland","hawaiiisland_01","Ceresium simplex",14
"hawaiiisland","hawaiiisland_01","Odynerus newelli",1
"hawaiiisland","hawaiiisland_01","Drosophila halapepe",19
"hawaiiisland","hawaiiisland_01","Nesodynerus perkinsi",5
"hawaiiisland","hawaiiisland_01","Phlyctaenia liopis",13
"hawaiiisland","hawaiiisland_01","Drosophila ceratostoma",6
"hawaiiisland","hawaiiisland_01","Ischiodon grandicornis",2
"hawaiiisland","hawaiiisland_01","Hypena obsoleta",7
"hawaiiisland","hawaiiisland_01","Tylparua hawaiiensis",39
"hawaiiisland","hawaiiisland_01","Nesodynerus melanognathus",31
"hawaiiisland","hawaiiisland_01","Gahaniella saissetiae",5
"hawaiiisland","hawaiiisland_01","Drosophila apicisetae",1
"hawaiiisland","hawaiiisland_01","Spalangia lanaiensis",105
"hawaiiisland","hawaiiisland_01","Entomobrya sauteri",5
"hawaiiisland","hawaiiisland_01","Calliphora vomitoria",154
"hawaiiisland","hawaiiisland_01","Hydroptila arctia",18
"hawaiiisland","hawaiiisland_01","Milichiella lacteipennis",8
"hawaiiisland","hawaiiisland_01","Geckobia nepalii",1
"hawaiiisland","hawaiiisland_01","Hylaeus anthracinus",3
"hawaiiisland","hawaiiisland_01","Lonchaea striatifrons",6
"hawaiiisland","hawaiiisland_01","Idiomyia silvestris",47
"hawaiiisland","hawaiiisland_01","Pantomorus cervinus",36
"hawaiiisland","hawaiiisland_01","Decadarchis flavistriata",17
"hawaiiisland","hawaiiisland_01","Bourletiella hortensis",1
"hawaiiisland","hawaiiisland_01","Hoplothrips flavitibia",1
"hawaiiisland","hawaiiisland_01","Psychoda inornata",1
"hawaiiisland","hawaiiisland_01","Cybocephalus nipponicus",69
"hawaiiisland","hawaiiisland_01","Allaphorura encarpatus",124
"hawaiiisland","hawaiiisland_01","Glyphodes cyanomichla",1
"hawaiiisland","hawaiiisland_01","Cis nudipennis",10
"hawaiiisland","hawaiiisland_01","Eudonia crataea",1
"hawaiiisland","hawaiiisland_01","Sierola atra",1
"hawaiiisland","hawaiiisland_01","Mecyclothorax williamsi",3
"hawaiiisland","hawaiiisland_01","Enicospilus longicornis",9
"hawaiiisland","hawaiiisland_01","Neelus minutus",10
"hawaiiisland","hawaiiisland_01","Cephalops macrothrix",1
"hawaiiisland","hawaiiisland_01","Neoseiulus longispinosus",123
"hawaiiisland","hawaiiisland_01","Hypergonatopus vulcanus",24
"hawaiiisland","hawaiiisland_01","Cis pacificus",34
"hawaiiisland","hawaiiisland_01","Pararrhaptica lichenoides",1
"hawaiiisland","hawaiiisland_01","Oligota tenuicornis",4
"hawaiiisland","hawaiiisland_01","Pseudococcus pseudonipae",31
"hawaiiisland","hawaiiisland_01","Nesidiolestes insularis",1
